Time,"Engine speed","Intake manifold absolute pressure","Boost pressure","Air mass flow","Mass flow through throttle valve bank 1","Relative air filling","Intake air temperature before throttle valve, measured","Air mass flow participating in combustion","Coolant temperature","Engine radiator outlet temperature (coolant)","Oil temperature","Ambient pressure","Ambient temperature","Vehicle speed","Throttle valve angle related to the lower stop","Actual gear","Lambda actual value","Actual ignition angle","Condition brake test switch actuated","Intake air temperature","Is position electrical wastegate (0: WG closed, 100 WG open)"
192.601,1881.00,13.56,1.58,92.00,92.84,42.75,75.46,94.40,92.76,64.50,92.00,14.23,36.50,117.72,17.76,6.00,1.06,22.50,0.00,43.50,0.78
192.752,1881.00,13.56,1.58,84.00,92.84,42.75,75.46,94.40,92.76,64.50,92.00,14.23,36.50,117.72,17.76,6.00,1.06,22.50,0.00,43.50,0.78
192.901,1881.00,13.56,1.58,84.00,90.72,42.75,75.46,94.40,92.76,64.50,92.00,14.23,36.50,117.72,17.76,6.00,1.06,22.50,0.00,43.50,0.78
193.052,1881.00,13.56,1.58,84.00,90.72,42.00,75.46,94.40,92.76,64.50,92.00,14.23,36.50,117.72,17.76,6.00,1.06,22.50,0.00,43.50,0.78
193.200,1881.00,13.56,1.58,84.00,90.72,42.00,74.76,94.40,92.76,64.50,92.00,14.23,36.50,117.72,17.76,6.00,1.06,22.50,0.00,43.50,0.78
193.352,1881.00,13.56,1.58,84.00,90.72,42.00,74.76,93.00,92.76,64.50,92.00,14.23,36.50,117.72,17.76,6.00,1.06,22.50,0.00,43.50,0.78
193.501,1881.00,13.56,1.58,84.00,90.72,42.00,74.76,93.00,94.16,64.50,92.00,14.23,36.50,117.72,17.76,6.00,1.06,22.50,0.00,43.50,0.78
193.652,1881.00,13.56,1.58,84.00,90.72,42.00,74.76,93.00,94.16,63.75,92.00,14.23,36.50,117.72,17.76,6.00,1.06,22.50,0.00,43.50,0.78
193.801,1881.00,13.56,1.58,84.00,90.72,42.00,74.76,93.00,94.16,63.75,92.00,14.23,36.50,117.72,17.76,6.00,1.06,22.50,0.00,43.50,0.78
193.951,1881.00,13.56,1.58,84.00,90.72,42.00,74.76,93.00,94.16,63.75,92.00,14.23,36.50,117.72,17.76,6.00,1.06,22.50,0.00,43.50,0.78
194.101,1881.00,13.56,1.58,84.00,90.72,42.00,74.76,93.00,94.16,63.75,92.00,14.23,36.50,117.72,17.76,6.00,1.06,22.50,0.00,43.50,0.78
194.251,1881.00,13.56,1.58,84.00,90.72,42.00,74.76,93.00,94.16,63.75,92.00,14.23,36.50,117.56,17.76,6.00,1.06,22.50,0.00,43.50,0.78
194.401,1881.00,13.56,1.58,84.00,90.72,42.00,74.76,93.00,94.16,63.75,92.00,14.23,36.50,117.56,17.21,6.00,1.06,22.50,0.00,43.50,0.78
194.552,1881.00,13.56,1.58,84.00,90.72,42.00,74.76,93.00,94.16,63.75,92.00,14.23,36.50,117.56,17.21,6.00,1.06,22.50,0.00,43.50,0.78
194.701,1881.00,13.56,1.58,84.00,90.72,42.00,74.76,93.00,94.16,63.75,92.00,14.23,36.50,117.56,17.21,6.00,1.06,22.50,0.00,43.50,0.78
194.881,1881.00,13.56,1.58,84.00,90.72,42.00,74.76,93.00,94.16,63.75,92.00,14.23,36.50,117.56,17.21,6.00,1.06,22.50,0.00,43.50,0.78
195.031,1881.00,13.56,1.58,84.00,90.72,42.00,74.76,93.00,94.16,63.75,92.00,14.23,36.50,117.56,17.21,6.00,1.06,22.50,0.00,43.50,0.78
195.181,1881.00,13.56,1.58,84.00,90.72,42.00,74.76,93.00,94.16,63.75,92.00,14.23,36.50,117.56,17.21,6.00,1.06,22.50,0.00,43.50,0.78
195.330,1881.00,13.56,1.58,84.00,90.72,42.00,74.76,93.00,94.16,63.75,92.00,14.23,36.50,117.56,17.21,6.00,1.06,22.50,0.00,43.50,0.78
195.481,1888.50,13.56,1.58,84.00,90.72,42.00,74.76,93.00,94.16,63.75,92.00,14.23,36.50,117.56,17.21,6.00,1.06,22.50,0.00,43.50,0.78
195.631,1888.50,13.54,1.58,84.00,90.72,42.00,74.76,93.00,94.16,63.75,92.00,14.23,36.50,117.56,17.21,6.00,1.06,22.50,0.00,43.50,0.78
195.781,1888.50,13.54,1.45,84.00,90.72,42.00,74.76,93.00,94.16,63.75,92.00,14.23,36.50,117.56,17.21,6.00,1.06,22.50,0.00,43.50,0.78
195.931,1888.50,13.54,1.45,80.00,90.72,42.00,74.76,93.00,94.16,63.75,92.00,14.23,36.50,117.56,17.21,6.00,1.06,22.50,0.00,43.50,0.78
196.081,1888.50,13.54,1.45,80.00,80.41,42.00,74.76,93.00,94.16,63.75,92.00,14.23,36.50,117.56,17.21,6.00,1.06,22.50,0.00,43.50,0.78
196.231,1888.50,13.54,1.45,80.00,80.41,38.25,74.76,93.00,94.16,63.75,92.00,14.23,36.50,117.56,17.21,6.00,1.06,22.50,0.00,43.50,0.78
196.381,1888.50,13.54,1.45,80.00,80.41,38.25,74.05,93.00,94.16,63.75,92.00,14.23,36.50,117.56,17.21,6.00,1.06,22.50,0.00,43.50,0.78
196.531,1888.50,13.54,1.45,80.00,80.41,38.25,74.05,84.50,94.16,63.75,92.00,14.23,36.50,117.56,17.21,6.00,1.06,22.50,0.00,43.50,0.78
196.681,1888.50,13.54,1.45,80.00,80.41,38.25,74.05,84.50,95.06,63.75,92.00,14.23,36.50,117.56,17.21,6.00,1.06,22.50,0.00,43.50,0.78
196.831,1888.50,13.54,1.45,80.00,80.41,38.25,74.05,84.50,95.06,61.50,92.00,14.23,36.50,117.56,17.21,6.00,1.06,22.50,0.00,43.50,0.78
196.981,1888.50,13.54,1.45,80.00,80.41,38.25,74.05,84.50,95.06,61.50,92.00,14.23,36.50,117.56,17.21,6.00,1.06,22.50,0.00,43.50,0.78
197.131,1888.50,13.54,1.45,80.00,80.41,38.25,74.05,84.50,95.06,61.50,92.00,14.23,36.50,117.56,17.21,6.00,1.06,22.50,0.00,43.50,0.78
197.281,1888.50,13.54,1.45,80.00,80.41,38.25,74.05,84.50,95.06,61.50,92.00,14.23,36.50,117.56,17.21,6.00,1.06,22.50,0.00,43.50,0.78
197.431,1888.50,13.54,1.45,80.00,80.41,38.25,74.05,84.50,95.06,61.50,92.00,14.23,36.50,117.50,17.21,6.00,1.06,22.50,0.00,43.50,0.78
197.581,1888.50,13.54,1.45,80.00,80.41,38.25,74.05,84.50,95.06,61.50,92.00,14.23,36.50,117.50,17.15,6.00,1.06,22.50,0.00,43.50,0.78
197.731,1888.50,13.54,1.45,80.00,80.41,38.25,74.05,84.50,95.06,61.50,92.00,14.23,36.50,117.50,17.15,6.00,1.06,22.50,0.00,43.50,0.78
197.881,1888.50,13.54,1.45,80.00,80.41,38.25,74.05,84.50,95.06,61.50,92.00,14.23,36.50,117.50,17.15,6.00,1.00,22.50,0.00,43.50,0.78
198.031,1888.50,13.54,1.45,80.00,80.41,38.25,74.05,84.50,95.06,61.50,92.00,14.23,36.50,117.50,17.15,6.00,1.00,24.00,0.00,43.50,0.78
198.181,1888.50,13.54,1.45,80.00,80.41,38.25,74.05,84.50,95.06,61.50,92.00,14.23,36.50,117.50,17.15,6.00,1.00,24.00,0.00,43.50,0.78
198.331,1888.50,13.54,1.45,80.00,80.41,38.25,74.05,84.50,95.06,61.50,92.00,14.23,36.50,117.50,17.15,6.00,1.00,24.00,0.00,43.50,0.78
198.481,1888.50,13.54,1.45,80.00,80.41,38.25,74.05,84.50,95.06,61.50,92.00,14.23,36.50,117.50,17.15,6.00,1.00,24.00,0.00,43.50,0.78
198.631,1886.50,13.54,1.45,80.00,80.41,38.25,74.05,84.50,95.06,61.50,92.00,14.23,36.50,117.50,17.15,6.00,1.00,24.00,0.00,43.50,0.78
198.781,1886.50,13.54,1.45,80.00,80.41,38.25,74.05,84.50,95.06,61.50,92.00,14.23,36.50,117.50,17.15,6.00,1.00,24.00,0.00,43.50,0.78
198.931,1886.50,13.54,1.38,80.00,80.41,38.25,74.05,84.50,95.06,61.50,92.00,14.23,36.50,117.50,17.15,6.00,1.00,24.00,0.00,43.50,0.78
199.081,1886.50,13.54,1.38,80.00,80.41,38.25,74.05,84.50,95.06,61.50,92.00,14.23,36.50,117.50,17.15,6.00,1.00,24.00,0.00,43.50,0.78
199.231,1886.50,13.54,1.38,80.00,80.47,38.25,74.05,84.50,95.06,61.50,92.00,14.23,36.50,117.50,17.15,6.00,1.00,24.00,0.00,43.50,0.78
199.381,1886.50,13.54,1.38,80.00,80.47,37.50,74.05,84.50,95.06,61.50,92.00,14.23,36.50,117.50,17.15,6.00,1.00,24.00,0.00,43.50,0.78
199.531,1886.50,13.54,1.38,80.00,80.47,37.50,73.26,84.50,95.06,61.50,92.00,14.23,36.50,117.50,17.15,6.00,1.00,24.00,0.00,43.50,0.78
199.681,1886.50,13.54,1.38,80.00,80.47,37.50,73.26,84.20,95.06,61.50,92.00,14.23,36.50,117.50,17.15,6.00,1.00,24.00,0.00,43.50,0.78
199.831,1886.50,13.54,1.38,80.00,80.47,37.50,73.26,84.20,95.56,61.50,92.00,14.23,36.50,117.50,17.15,6.00,1.00,24.00,0.00,43.50,0.78
199.981,1886.50,13.54,1.38,80.00,80.47,37.50,73.26,84.20,95.56,57.75,92.00,14.23,36.50,117.50,17.15,6.00,1.00,24.00,0.00,43.50,0.78
200.131,1886.50,13.54,1.38,80.00,80.47,37.50,73.26,84.20,95.56,57.75,92.00,14.23,36.50,117.50,17.15,6.00,1.00,24.00,0.00,43.50,0.78
200.281,1886.50,13.54,1.38,80.00,80.47,37.50,73.26,84.20,95.56,57.75,92.00,14.23,36.50,117.50,17.15,6.00,1.00,24.00,0.00,43.50,0.78
200.431,1886.50,13.54,1.38,80.00,80.47,37.50,73.26,84.20,95.56,57.75,92.00,14.23,36.50,117.50,17.15,6.00,1.00,24.00,0.00,43.50,0.78
200.581,1886.50,13.54,1.38,80.00,80.47,37.50,73.26,84.20,95.56,57.75,92.00,14.23,36.50,117.27,17.15,6.00,1.00,24.00,0.00,43.50,0.78
200.731,1886.50,13.54,1.38,80.00,80.47,37.50,73.26,84.20,95.56,57.75,92.00,14.23,36.50,117.27,17.30,6.00,1.00,24.00,0.00,43.50,0.78
200.881,1886.50,13.54,1.38,80.00,80.47,37.50,73.26,84.20,95.56,57.75,92.00,14.23,36.50,117.27,17.30,6.00,1.00,24.00,0.00,43.50,0.78
201.031,1886.50,13.54,1.38,80.00,80.47,37.50,73.26,84.20,95.56,57.75,92.00,14.23,36.50,117.27,17.30,6.00,1.00,24.00,0.00,43.50,0.78
201.181,1886.50,13.54,1.38,80.00,80.47,37.50,73.26,84.20,95.56,57.75,92.00,14.23,36.50,117.27,17.30,6.00,1.00,24.00,0.00,43.50,0.78
201.331,1886.50,13.54,1.38,80.00,80.47,37.50,73.26,84.20,95.56,57.75,92.00,14.23,36.50,117.27,17.30,6.00,1.00,24.00,0.00,43.50,0.78
201.481,1886.50,13.54,1.38,80.00,80.47,37.50,73.26,84.20,95.56,57.75,92.00,14.23,36.50,117.27,17.30,6.00,1.00,24.00,0.00,43.50,0.78
201.631,1886.50,13.54,1.38,80.00,80.47,37.50,73.26,84.20,95.56,57.75,92.00,14.23,36.50,117.27,17.30,6.00,1.00,24.00,0.00,43.50,0.78
201.781,1884.50,13.54,1.38,80.00,80.47,37.50,73.26,84.20,95.56,57.75,92.00,14.23,36.50,117.27,17.30,6.00,1.00,24.00,0.00,43.50,0.78
201.931,1884.50,13.50,1.38,80.00,80.47,37.50,73.26,84.20,95.56,57.75,92.00,14.23,36.50,117.27,17.30,6.00,1.00,24.00,0.00,43.50,0.78
202.081,1884.50,13.50,1.43,80.00,80.47,37.50,73.26,84.20,95.56,57.75,92.00,14.23,36.50,117.27,17.30,6.00,1.00,24.00,0.00,43.50,0.78
202.231,1884.50,13.50,1.43,84.00,80.47,37.50,73.26,84.20,95.56,57.75,92.00,14.23,36.50,117.27,17.30,6.00,1.00,24.00,0.00,43.50,0.78
202.381,1884.50,13.50,1.43,84.00,83.47,37.50,73.26,84.20,95.56,57.75,92.00,14.23,36.50,117.27,17.30,6.00,1.00,24.00,0.00,43.50,0.78
202.561,1884.50,13.50,1.43,84.00,83.47,38.25,73.26,84.20,95.56,57.75,92.00,14.23,36.50,117.27,17.30,6.00,1.00,24.00,0.00,43.50,0.78
202.711,1884.50,13.50,1.43,84.00,83.47,38.25,72.46,84.20,95.56,57.75,92.00,14.23,36.50,117.27,17.30,6.00,1.00,24.00,0.00,43.50,0.78
202.863,1884.50,13.50,1.43,84.00,83.47,38.25,72.46,84.60,95.56,57.75,92.00,14.23,36.50,117.27,17.30,6.00,1.00,24.00,0.00,43.50,0.78
203.011,1884.50,13.50,1.43,84.00,83.47,38.25,72.46,84.60,95.06,57.75,92.00,14.23,36.50,117.27,17.30,6.00,1.00,24.00,0.00,43.50,0.78
203.163,1884.50,13.50,1.43,84.00,83.47,38.25,72.46,84.60,95.06,53.25,92.00,14.23,36.50,117.27,17.30,6.00,1.00,24.00,0.00,43.50,0.78
203.311,1884.50,13.50,1.43,84.00,83.47,38.25,72.46,84.60,95.06,53.25,92.00,14.23,36.50,117.27,17.30,6.00,1.00,24.00,0.00,43.50,0.78
203.463,1884.50,13.50,1.43,84.00,83.47,38.25,72.46,84.60,95.06,53.25,92.00,14.23,36.50,117.27,17.30,6.00,1.00,24.00,0.00,43.50,0.78
203.611,1884.50,13.50,1.43,84.00,83.47,38.25,72.46,84.60,95.06,53.25,92.00,14.23,36.50,117.27,17.30,6.00,1.00,24.00,0.00,43.50,0.78
203.763,1884.50,13.50,1.43,84.00,83.47,38.25,72.46,84.60,95.06,53.25,92.00,14.23,36.50,117.45,17.30,6.00,1.00,24.00,0.00,43.50,0.78
203.911,1884.50,13.50,1.43,84.00,83.47,38.25,72.46,84.60,95.06,53.25,92.00,14.23,36.50,117.45,17.12,6.00,1.00,24.00,0.00,43.50,0.78
204.063,1884.50,13.50,1.43,84.00,83.47,38.25,72.46,84.60,95.06,53.25,92.00,14.23,36.50,117.45,17.12,6.00,1.00,24.00,0.00,43.50,0.78
204.212,1884.50,13.50,1.43,84.00,83.47,38.25,72.46,84.60,95.06,53.25,92.00,14.23,36.50,117.45,17.12,6.00,1.00,24.00,0.00,43.50,0.78
204.363,1884.50,13.50,1.43,84.00,83.47,38.25,72.46,84.60,95.06,53.25,92.00,14.23,36.50,117.45,17.12,6.00,1.00,24.00,0.00,43.50,0.78
204.511,1884.50,13.50,1.43,84.00,83.47,38.25,72.46,84.60,95.06,53.25,92.00,14.23,36.50,117.45,17.12,6.00,1.00,24.00,0.00,43.50,0.78
204.663,1884.50,13.50,1.43,84.00,83.47,38.25,72.46,84.60,95.06,53.25,92.00,14.23,36.50,117.45,17.12,6.00,1.00,24.00,0.00,43.50,0.78
204.811,1884.50,13.50,1.43,84.00,83.47,38.25,72.46,84.60,95.06,53.25,92.00,14.23,36.50,117.45,17.12,6.00,1.00,24.00,0.00,43.50,0.78
204.962,1885.50,13.50,1.43,84.00,83.47,38.25,72.46,84.60,95.06,53.25,92.00,14.23,36.50,117.45,17.12,6.00,1.00,24.00,0.00,43.50,0.78
205.111,1885.50,13.49,1.43,84.00,83.47,38.25,72.46,84.60,95.06,53.25,92.00,14.23,36.50,117.45,17.12,6.00,1.00,24.00,0.00,43.50,0.78
205.263,1885.50,13.49,1.42,84.00,83.47,38.25,72.46,84.60,95.06,53.25,92.00,14.23,36.50,117.45,17.12,6.00,1.00,24.00,0.00,43.50,0.78
205.411,1885.50,13.49,1.42,84.00,83.47,38.25,72.46,84.60,95.06,53.25,92.00,14.23,36.50,117.45,17.12,6.00,1.00,24.00,0.00,43.50,0.78
205.561,1885.50,13.49,1.42,84.00,81.28,38.25,72.46,84.60,95.06,53.25,92.00,14.23,36.50,117.45,17.12,6.00,1.00,24.00,0.00,43.50,0.78
205.711,1885.50,13.49,1.42,84.00,81.28,38.25,72.46,84.60,95.06,53.25,92.00,14.23,36.50,117.45,17.12,6.00,1.00,24.00,0.00,43.50,0.78
205.862,1885.50,13.49,1.42,84.00,81.28,38.25,71.76,84.60,95.06,53.25,92.00,14.23,36.50,117.45,17.12,6.00,1.00,24.00,0.00,43.50,0.78
206.131,1885.50,13.49,1.42,84.00,81.28,38.25,71.76,84.10,95.06,53.25,92.00,14.23,36.50,117.45,17.12,6.00,1.00,24.00,0.00,43.50,0.78
206.281,1885.50,13.49,1.42,84.00,81.28,38.25,71.76,84.10,93.76,53.25,92.00,14.23,36.50,117.45,17.12,6.00,1.00,24.00,0.00,43.50,0.78
206.431,1885.50,13.49,1.42,84.00,81.28,38.25,71.76,84.10,93.76,49.50,92.00,14.23,36.50,117.45,17.12,6.00,1.00,24.00,0.00,43.50,0.78
206.581,1885.50,13.49,1.42,84.00,81.28,38.25,71.76,84.10,93.76,49.50,92.00,14.23,36.50,117.45,17.12,6.00,1.00,24.00,0.00,43.50,0.78
206.731,1885.50,13.49,1.42,84.00,81.28,38.25,71.76,84.10,93.76,49.50,92.00,14.22,36.50,117.45,17.12,6.00,1.00,24.00,0.00,43.50,0.78
206.881,1885.50,13.49,1.42,84.00,81.28,38.25,71.76,84.10,93.76,49.50,92.00,14.22,36.50,117.45,17.12,6.00,1.00,24.00,0.00,43.50,0.78
207.031,1885.50,13.49,1.42,84.00,81.28,38.25,71.76,84.10,93.76,49.50,92.00,14.22,36.50,117.39,17.12,6.00,1.00,24.00,0.00,43.50,0.78
207.181,1885.50,13.49,1.42,84.00,81.28,38.25,71.76,84.10,93.76,49.50,92.00,14.22,36.50,117.39,17.15,6.00,1.00,24.00,0.00,43.50,0.78
207.331,1885.50,13.49,1.42,84.00,81.28,38.25,71.76,84.10,93.76,49.50,92.00,14.22,36.50,117.39,17.15,6.00,1.00,24.00,0.00,43.50,0.78
207.481,1885.50,13.49,1.42,84.00,81.28,38.25,71.76,84.10,93.76,49.50,92.00,14.22,36.50,117.39,17.15,6.00,1.00,24.00,0.00,43.50,0.78
207.631,1885.50,13.49,1.42,84.00,81.28,38.25,71.76,84.10,93.76,49.50,92.00,14.22,36.50,117.39,17.15,6.00,1.00,24.00,0.00,43.50,0.78
207.781,1885.50,13.49,1.42,84.00,81.28,38.25,71.76,84.10,93.76,49.50,92.00,14.22,36.50,117.39,17.15,6.00,1.00,24.00,0.00,43.50,0.78
207.931,1885.50,13.49,1.42,84.00,81.28,38.25,71.76,84.10,93.76,49.50,92.00,14.22,36.50,117.39,17.15,6.00,1.00,24.00,0.00,42.75,0.78
208.081,1885.50,13.49,1.42,84.00,81.28,38.25,71.76,84.10,93.76,49.50,92.00,14.22,36.50,117.39,17.15,6.00,1.00,24.00,0.00,42.75,0.78
208.231,1881.50,13.49,1.42,84.00,81.28,38.25,71.76,84.10,93.76,49.50,92.00,14.22,36.50,117.39,17.15,6.00,1.00,24.00,0.00,42.75,0.78
208.381,1881.50,13.49,1.42,84.00,81.28,38.25,71.76,84.10,93.76,49.50,92.00,14.22,36.50,117.39,17.15,6.00,1.00,24.00,0.00,42.75,0.78
208.531,1881.50,13.49,1.30,84.00,81.28,38.25,71.76,84.10,93.76,49.50,92.00,14.22,36.50,117.39,17.15,6.00,1.00,24.00,0.00,42.75,0.78
208.681,1881.50,13.49,1.30,80.00,81.28,38.25,71.76,84.10,93.76,49.50,92.00,14.22,36.50,117.39,17.15,6.00,1.00,24.00,0.00,42.75,0.78
208.831,1881.50,13.49,1.30,80.00,79.50,38.25,71.76,84.10,93.76,49.50,92.00,14.22,36.50,117.39,17.15,6.00,1.00,24.00,0.00,42.75,0.78
208.981,1881.50,13.49,1.30,80.00,79.50,36.00,71.76,84.10,93.76,49.50,92.00,14.22,36.50,117.39,17.15,6.00,1.00,24.00,0.00,42.75,0.78
209.131,1881.50,13.49,1.30,80.00,79.50,36.00,71.15,84.10,93.76,49.50,92.00,14.22,36.50,117.39,17.15,6.00,1.00,24.00,0.00,42.75,0.78
209.281,1881.50,13.49,1.30,80.00,79.50,36.00,71.15,79.80,93.76,49.50,92.00,14.22,36.50,117.39,17.15,6.00,1.00,24.00,0.00,42.75,0.78
209.431,1881.50,13.49,1.30,80.00,79.50,36.00,71.15,79.80,92.66,49.50,92.00,14.22,36.50,117.39,17.15,6.00,1.00,24.00,0.00,42.75,0.78
209.581,1881.50,13.49,1.30,80.00,79.50,36.00,71.15,79.80,92.66,48.75,92.00,14.22,36.50,117.39,17.15,6.00,1.00,24.00,0.00,42.75,0.78
209.731,1881.50,13.49,1.30,80.00,79.50,36.00,71.15,79.80,92.66,48.75,92.00,14.22,36.50,117.39,17.15,6.00,1.00,24.00,0.00,42.75,0.78
209.881,1881.50,13.49,1.30,80.00,79.50,36.00,71.15,79.80,92.66,48.75,92.00,14.22,36.50,117.39,17.15,6.00,1.00,24.00,0.00,42.75,0.78
210.031,1881.50,13.49,1.30,80.00,79.50,36.00,71.15,79.80,92.66,48.75,92.00,14.22,36.50,117.39,17.15,6.00,1.00,24.00,0.00,42.75,0.78
210.181,1881.50,13.49,1.30,80.00,79.50,36.00,71.15,79.80,92.66,48.75,92.00,14.22,36.50,117.50,17.15,6.00,1.00,24.00,0.00,42.75,0.78
210.363,1881.50,13.49,1.30,80.00,79.50,36.00,71.15,79.80,92.66,48.75,92.00,14.22,36.50,117.50,17.16,6.00,1.00,24.00,0.00,42.75,0.78
210.511,1881.50,13.49,1.30,80.00,79.50,36.00,71.15,79.80,92.66,48.75,92.00,14.22,36.50,117.50,17.16,6.00,1.00,24.00,0.00,42.75,0.78
210.663,1881.50,13.49,1.30,80.00,79.50,36.00,71.15,79.80,92.66,48.75,92.00,14.22,36.50,117.50,17.16,6.00,0.99,24.00,0.00,42.75,0.78
210.811,1881.50,13.49,1.30,80.00,79.50,36.00,71.15,79.80,92.66,48.75,92.00,14.22,36.50,117.50,17.16,6.00,0.99,24.00,0.00,42.75,0.78
210.963,1881.50,13.49,1.30,80.00,79.50,36.00,71.15,79.80,92.66,48.75,92.00,14.22,36.50,117.50,17.16,6.00,0.99,24.00,0.00,42.75,0.78
211.111,1881.50,13.49,1.30,80.00,79.50,36.00,71.15,79.80,92.66,48.75,92.00,14.22,36.50,117.50,17.16,6.00,0.99,24.00,0.00,43.50,0.78
211.263,1881.50,13.49,1.30,80.00,79.50,36.00,71.15,79.80,92.66,48.75,92.00,14.22,36.50,117.50,17.16,6.00,0.99,24.00,0.00,43.50,0.78
211.411,1885.00,13.49,1.30,80.00,79.50,36.00,71.15,79.80,92.66,48.75,92.00,14.22,36.50,117.50,17.16,6.00,0.99,24.00,0.00,43.50,0.78
211.563,1885.00,13.50,1.30,80.00,79.50,36.00,71.15,79.80,92.66,48.75,92.00,14.22,36.50,117.50,17.16,6.00,0.99,24.00,0.00,43.50,0.78
211.981,1885.00,13.50,1.22,80.00,79.50,36.00,71.15,79.80,92.66,48.75,92.00,14.22,36.50,117.50,17.16,6.00,0.99,24.00,0.00,43.50,0.78
212.221,1885.00,13.50,1.22,80.00,79.50,36.00,71.15,79.80,92.66,48.75,92.00,14.22,36.50,117.50,17.16,6.00,0.99,24.00,0.00,43.50,0.78
212.463,1885.00,13.50,1.22,80.00,76.19,36.00,71.15,79.80,92.66,48.75,92.00,14.22,36.50,117.50,17.16,6.00,0.99,24.00,0.00,43.50,0.78
212.701,1885.00,13.50,1.22,80.00,76.19,36.00,71.15,79.80,92.66,48.75,92.00,14.22,36.50,117.50,17.16,6.00,0.99,24.00,0.00,43.50,0.78
212.941,1885.00,13.50,1.22,80.00,76.19,36.00,70.44,79.80,92.66,48.75,92.00,14.22,36.50,117.50,17.16,6.00,0.99,24.00,0.00,43.50,0.78
213.181,1885.00,13.50,1.22,80.00,76.19,36.00,70.44,79.60,92.66,48.75,92.00,14.22,36.50,117.50,17.16,6.00,0.99,24.00,0.00,43.50,0.78
213.421,1885.00,13.50,1.22,80.00,76.19,36.00,70.44,79.60,92.16,48.75,92.00,14.22,36.50,117.50,17.16,6.00,0.99,24.00,0.00,43.50,0.78
213.661,1885.00,13.50,1.22,80.00,76.19,36.00,70.44,79.60,92.16,48.75,92.00,14.22,36.50,117.50,17.16,6.00,0.99,24.00,0.00,43.50,0.78
213.901,1885.00,13.50,1.22,80.00,76.19,36.00,70.44,79.60,92.16,48.75,92.00,14.22,36.50,117.50,17.16,6.00,0.99,24.00,0.00,43.50,0.78
214.141,1885.00,13.50,1.22,80.00,76.19,36.00,70.44,79.60,92.16,48.75,92.00,14.22,36.50,117.50,17.16,6.00,0.99,24.00,0.00,43.50,0.78
214.381,1885.00,13.50,1.22,80.00,76.19,36.00,70.44,79.60,92.16,48.75,92.00,14.22,36.50,117.50,17.16,6.00,0.99,24.00,0.00,43.50,0.78
214.621,1885.00,13.50,1.22,80.00,76.19,36.00,70.44,79.60,92.16,48.75,92.00,14.22,36.50,115.95,17.16,6.00,0.99,24.00,0.00,43.50,0.78
214.863,1885.00,13.50,1.22,80.00,76.19,36.00,70.44,79.60,92.16,48.75,92.00,14.22,36.50,115.95,8.40,6.00,0.99,24.00,0.00,43.50,0.78
215.101,1885.00,13.50,1.22,80.00,76.19,36.00,70.44,79.60,92.16,48.75,92.00,14.22,36.50,115.95,8.40,6.00,0.99,24.00,0.00,43.50,0.78
215.341,1885.00,13.50,1.22,80.00,76.19,36.00,70.44,79.60,92.16,48.75,92.00,14.22,36.50,115.95,8.40,6.00,3.73,24.00,0.00,43.50,0.78
215.581,1885.00,13.50,1.22,80.00,76.19,36.00,70.44,79.60,92.16,48.75,92.00,14.22,36.50,115.95,8.40,6.00,3.73,-15.75,0.00,43.50,0.78
215.821,1885.00,13.50,1.22,80.00,76.19,36.00,70.44,79.60,92.16,48.75,92.00,14.22,36.50,115.95,8.40,6.00,3.73,-15.75,0.00,43.50,0.78
216.061,1885.00,13.50,1.22,80.00,76.19,36.00,70.44,79.60,92.16,48.75,92.00,14.22,36.50,115.95,8.40,6.00,3.73,-15.75,0.00,43.50,0.78
216.301,1885.00,13.50,1.22,80.00,76.19,36.00,70.44,79.60,92.16,48.75,92.00,14.22,36.50,115.95,8.40,6.00,3.73,-15.75,0.00,43.50,0.00
216.541,2265.00,13.50,1.22,80.00,76.19,36.00,70.44,79.60,92.16,48.75,92.00,14.22,36.50,115.95,8.40,6.00,3.73,-15.75,0.00,43.50,0.00
216.781,2265.00,13.50,1.22,80.00,76.19,36.00,70.44,79.60,92.16,48.75,92.00,14.22,36.50,115.95,8.40,6.00,3.73,-15.75,0.00,43.50,0.00
217.021,2265.00,13.50,0.37,80.00,76.19,36.00,70.44,79.60,92.16,48.75,92.00,14.22,36.50,115.95,8.40,6.00,3.73,-15.75,0.00,43.50,0.00
217.263,2265.00,13.50,0.37,44.00,76.19,36.00,70.44,79.60,92.16,48.75,92.00,14.22,36.50,115.95,8.40,6.00,3.73,-15.75,0.00,43.50,0.00
217.501,2265.00,13.50,0.37,44.00,46.16,36.00,70.44,79.60,92.16,48.75,92.00,14.22,36.50,115.95,8.40,6.00,3.73,-15.75,0.00,43.50,0.00
217.741,2265.00,13.50,0.37,44.00,46.16,18.00,70.44,79.60,92.16,48.75,92.00,14.22,36.50,115.95,8.40,6.00,3.73,-15.75,0.00,43.50,0.00
217.981,2265.00,13.50,0.37,44.00,46.16,18.00,70.05,79.60,92.16,48.75,92.00,14.22,36.50,115.95,8.40,6.00,3.73,-15.75,0.00,43.50,0.00
218.221,2265.00,13.50,0.37,44.00,46.16,18.00,70.05,45.20,92.16,48.75,92.00,14.22,36.50,115.95,8.40,6.00,3.73,-15.75,0.00,43.50,0.00
218.491,2265.00,13.50,0.37,44.00,46.16,18.00,70.05,45.20,91.36,48.75,92.00,14.22,36.50,115.95,8.40,6.00,3.73,-15.75,0.00,43.50,0.00
