Time,"Engine speed","Intake manifold absolute pressure","Boost pressure","Air mass flow","Mass flow through throttle valve bank 1","Relative air filling","Intake air temperature before throttle valve, measured","Air mass flow participating in combustion","Coolant temperature","Engine radiator outlet temperature (coolant)","Oil temperature","Ambient pressure","Ambient temperature","Vehicle speed","Throttle valve angle related to the lower stop","Actual gear","Lambda actual value","Actual ignition angle","Condition brake test switch actuated","Intake air temperature","Is position electrical wastegate (0: WG closed, 100 WG open)"
967.445,2007.50,29.43,16.49,408.00,422.53,170.25,95.64,430.50,94.26,46.50,92.00,14.20,37.00,141.22,97.49,6.00,0.99,1.50,0.00,46.50,0.00
967.685,2007.50,29.43,16.49,408.00,422.53,170.25,95.64,430.50,94.26,46.50,92.00,14.20,37.00,141.22,97.49,6.00,0.99,1.50,0.00,46.50,0.00
967.925,2007.50,29.43,16.49,408.00,422.53,170.25,95.64,430.50,94.26,46.50,92.00,14.20,37.00,141.22,97.49,6.00,0.99,1.50,0.00,46.50,0.00
968.167,2007.50,29.43,16.49,408.00,422.53,170.25,95.64,430.50,94.26,46.50,92.00,14.20,37.00,141.22,97.49,6.00,0.99,0.00,0.00,46.50,0.00
968.405,2007.50,29.43,16.49,408.00,422.53,170.25,95.64,430.50,94.26,46.50,92.00,14.20,37.00,141.22,97.49,6.00,0.99,0.00,0.00,46.50,0.00
968.645,2007.50,29.43,16.49,408.00,422.53,170.25,95.64,430.50,94.26,46.50,92.00,14.20,37.00,141.22,97.49,6.00,0.99,0.00,0.00,46.50,0.00
968.885,2007.50,29.43,16.49,408.00,422.53,170.25,95.64,430.50,94.26,46.50,92.00,14.20,37.00,141.22,97.49,6.00,0.99,0.00,0.00,46.50,3.91
969.125,2442.50,29.43,16.49,408.00,422.53,170.25,95.64,430.50,94.26,46.50,92.00,14.20,37.00,141.22,97.49,6.00,0.99,0.00,0.00,46.50,3.91
969.367,2442.50,32.34,16.49,408.00,422.53,170.25,95.64,430.50,94.26,46.50,92.00,14.20,37.00,141.22,97.49,6.00,0.99,0.00,0.00,46.50,3.91
969.605,2442.50,32.34,18.55,408.00,422.53,170.25,95.64,430.50,94.26,46.50,92.00,14.20,37.00,141.22,97.49,6.00,0.99,0.00,0.00,46.50,3.91
969.845,2442.50,32.34,18.55,512.00,422.53,170.25,95.64,430.50,94.26,46.50,92.00,14.20,37.00,141.22,97.49,6.00,0.99,0.00,0.00,46.50,3.91
970.085,2442.50,32.34,18.55,512.00,425.50,170.25,95.64,430.50,94.26,46.50,92.00,14.20,37.00,141.22,97.49,6.00,0.99,0.00,0.00,46.50,3.91
970.325,2442.50,32.34,18.55,512.00,425.50,13.50,95.64,430.50,94.26,46.50,92.00,14.20,37.00,141.22,97.49,6.00,0.99,0.00,0.00,46.50,3.91
970.567,2442.50,32.34,18.55,512.00,425.50,13.50,123.15,430.50,94.26,46.50,92.00,14.20,37.00,141.22,97.49,6.00,0.99,0.00,0.00,46.50,3.91
970.805,2442.50,32.34,18.55,512.00,425.50,13.50,123.15,47.80,94.26,46.50,92.00,14.20,37.00,141.22,97.49,6.00,0.99,0.00,0.00,46.50,3.91
971.045,2442.50,32.34,18.55,512.00,425.50,13.50,123.15,47.80,97.16,46.50,92.00,14.20,37.00,141.22,97.49,6.00,0.99,0.00,0.00,46.50,3.91
971.285,2442.50,32.34,18.55,512.00,425.50,13.50,123.15,47.80,97.16,45.75,92.00,14.20,37.00,141.22,97.49,6.00,0.99,0.00,0.00,46.50,3.91
971.524,2442.50,32.34,18.55,512.00,425.50,13.50,123.15,47.80,97.16,45.75,93.00,14.20,37.00,141.22,97.49,6.00,0.99,0.00,0.00,46.50,3.91
971.767,2442.50,32.34,18.55,512.00,425.50,13.50,123.15,47.80,97.16,45.75,93.00,14.21,37.00,141.22,97.49,6.00,0.99,0.00,0.00,46.50,3.91
972.005,2442.50,32.34,18.55,512.00,425.50,13.50,123.15,47.80,97.16,45.75,93.00,14.21,37.00,141.22,97.49,6.00,0.99,0.00,0.00,46.50,3.91
972.245,2442.50,32.34,18.55,512.00,425.50,13.50,123.15,47.80,97.16,45.75,93.00,14.21,37.00,155.69,97.49,6.00,0.99,0.00,0.00,46.50,3.91
972.485,2442.50,32.34,18.55,512.00,425.50,13.50,123.15,47.80,97.16,45.75,93.00,14.21,37.00,155.69,14.12,6.00,0.99,0.00,0.00,46.50,3.91
972.725,2442.50,32.34,18.55,512.00,425.50,13.50,123.15,47.80,97.16,45.75,93.00,14.21,37.00,155.69,14.12,6.00,0.99,0.00,0.00,46.50,3.91
972.967,2442.50,32.34,18.55,512.00,425.50,13.50,123.15,47.80,97.16,45.75,93.00,14.21,37.00,155.69,14.12,6.00,16.00,0.00,0.00,46.50,3.91
973.205,2442.50,32.34,18.55,512.00,425.50,13.50,123.15,47.80,97.16,45.75,93.00,14.21,37.00,155.69,14.12,6.00,16.00,-15.00,0.00,46.50,3.91
973.445,2442.50,32.34,18.55,512.00,425.50,13.50,123.15,47.80,97.16,45.75,93.00,14.21,37.00,155.69,14.12,6.00,16.00,-15.00,0.00,46.50,3.91
973.685,2442.50,32.34,18.55,512.00,425.50,13.50,123.15,47.80,97.16,45.75,93.00,14.21,37.00,155.69,14.12,6.00,16.00,-15.00,0.00,46.50,3.91
973.925,2442.50,32.34,18.55,512.00,425.50,13.50,123.15,47.80,97.16,45.75,93.00,14.21,37.00,155.69,14.12,6.00,16.00,-15.00,0.00,46.50,0.39
974.167,2407.00,32.34,18.55,512.00,425.50,13.50,123.15,47.80,97.16,45.75,93.00,14.21,37.00,155.69,14.12,6.00,16.00,-15.00,0.00,46.50,0.39
974.405,2407.00,13.50,18.55,512.00,425.50,13.50,123.15,47.80,97.16,45.75,93.00,14.21,37.00,155.69,14.12,6.00,16.00,-15.00,0.00,46.50,0.39
974.645,2407.00,13.50,0.67,512.00,425.50,13.50,123.15,47.80,97.16,45.75,93.00,14.21,37.00,155.69,14.12,6.00,16.00,-15.00,0.00,46.50,0.39
974.885,2407.00,13.50,0.67,52.00,425.50,13.50,123.15,47.80,97.16,45.75,93.00,14.21,37.00,155.69,14.12,6.00,16.00,-15.00,0.00,46.50,0.39
975.125,2407.00,13.50,0.67,52.00,55.03,13.50,123.15,47.80,97.16,45.75,93.00,14.21,37.00,155.69,14.12,6.00,16.00,-15.00,0.00,46.50,0.39
975.367,2407.00,13.50,0.67,52.00,55.03,19.50,123.15,47.80,97.16,45.75,93.00,14.21,37.00,155.69,14.12,6.00,16.00,-15.00,0.00,46.50,0.39
975.605,2407.00,13.50,0.67,52.00,55.03,19.50,113.76,47.80,97.16,45.75,93.00,14.21,37.00,155.69,14.12,6.00,16.00,-15.00,0.00,46.50,0.39
975.845,2407.00,13.50,0.67,52.00,55.03,19.50,113.76,52.20,97.16,45.75,93.00,14.21,37.00,155.69,14.12,6.00,16.00,-15.00,0.00,46.50,0.39
976.085,2407.00,13.50,0.67,52.00,55.03,19.50,113.76,52.20,92.06,45.75,93.00,14.21,37.00,155.69,14.12,6.00,16.00,-15.00,0.00,46.50,0.39
976.325,2407.00,13.50,0.67,52.00,55.03,19.50,113.76,52.20,92.06,57.75,93.00,14.21,37.00,155.69,14.12,6.00,16.00,-15.00,0.00,46.50,0.39
976.567,2407.00,13.50,0.67,52.00,55.03,19.50,113.76,52.20,92.06,57.75,93.00,14.21,37.00,155.69,14.12,6.00,16.00,-15.00,0.00,46.50,0.39
976.805,2407.00,13.50,0.67,52.00,55.03,19.50,113.76,52.20,92.06,57.75,93.00,14.21,37.00,155.69,14.12,6.00,16.00,-15.00,0.00,46.50,0.39
977.045,2407.00,13.50,0.67,52.00,55.03,19.50,113.76,52.20,92.06,57.75,93.00,14.21,37.00,155.69,14.12,6.00,16.00,-15.00,0.00,46.50,0.39
977.315,2407.00,13.50,0.67,52.00,55.03,19.50,113.76,52.20,92.06,57.75,93.00,14.21,37.00,141.28,14.12,6.00,16.00,-15.00,0.00,46.50,0.39
977.557,2407.00,13.50,0.67,52.00,55.03,19.50,113.76,52.20,92.06,57.75,93.00,14.21,37.00,141.28,12.67,6.00,16.00,-15.00,0.00,46.50,0.39
977.795,2407.00,13.50,0.67,52.00,55.03,19.50,113.76,52.20,92.06,57.75,93.00,14.21,37.00,141.28,12.67,6.00,16.00,-15.00,0.00,46.50,0.39
978.034,2407.00,13.50,0.67,52.00,55.03,19.50,113.76,52.20,92.06,57.75,93.00,14.21,37.00,141.28,12.67,6.00,16.00,-15.00,0.00,46.50,0.39
978.276,2407.00,13.50,0.67,52.00,55.03,19.50,113.76,52.20,92.06,57.75,93.00,14.21,37.00,141.28,12.67,6.00,16.00,-15.75,0.00,46.50,0.39
978.515,2407.00,13.50,0.67,52.00,55.03,19.50,113.76,52.20,92.06,57.75,93.00,14.21,37.00,141.28,12.67,6.00,16.00,-15.75,0.00,46.50,0.39
978.755,2407.00,13.50,0.67,52.00,55.03,19.50,113.76,52.20,92.06,57.75,93.00,14.21,37.00,141.28,12.67,6.00,16.00,-15.75,0.00,47.25,0.39
978.995,2407.00,13.50,0.67,52.00,55.03,19.50,113.76,52.20,92.06,57.75,93.00,14.21,37.00,141.28,12.67,6.00,16.00,-15.75,0.00,47.25,0.39
979.235,2169.00,13.50,0.67,52.00,55.03,19.50,113.76,52.20,92.06,57.75,93.00,14.21,37.00,141.28,12.67,6.00,16.00,-15.75,0.00,47.25,0.39
979.475,2169.00,13.49,0.67,52.00,55.03,19.50,113.76,52.20,92.06,57.75,93.00,14.21,37.00,141.28,12.67,6.00,16.00,-15.75,0.00,47.25,0.39
979.715,2169.00,13.49,0.43,52.00,55.03,19.50,113.76,52.20,92.06,57.75,93.00,14.21,37.00,141.28,12.67,6.00,16.00,-15.75,0.00,47.25,0.39
979.955,2169.00,13.49,0.43,40.00,55.03,19.50,113.76,52.20,92.06,57.75,93.00,14.21,37.00,141.28,12.67,6.00,16.00,-15.75,0.00,47.25,0.39
980.195,2169.00,13.49,0.43,40.00,39.94,19.50,113.76,52.20,92.06,57.75,93.00,14.21,37.00,141.28,12.67,6.00,16.00,-15.75,0.00,47.25,0.39
980.435,2169.00,13.49,0.43,40.00,39.94,15.75,113.76,52.20,92.06,57.75,93.00,14.21,37.00,141.28,12.67,6.00,16.00,-15.75,0.00,47.25,0.39
980.676,2169.00,13.49,0.43,40.00,39.94,15.75,99.95,52.20,92.06,57.75,93.00,14.21,37.00,141.28,12.67,6.00,16.00,-15.75,0.00,47.25,0.39
980.915,2169.00,13.49,0.43,40.00,39.94,15.75,99.95,38.50,92.06,57.75,93.00,14.21,37.00,141.28,12.67,6.00,16.00,-15.75,0.00,47.25,0.39
981.157,2169.00,13.49,0.43,40.00,39.94,15.75,99.95,38.50,89.16,57.75,93.00,14.21,37.00,141.28,12.67,6.00,16.00,-15.75,0.00,47.25,0.39
981.395,2169.00,13.49,0.43,40.00,39.94,15.75,99.95,38.50,89.16,60.75,93.00,14.21,37.00,141.28,12.67,6.00,16.00,-15.75,0.00,47.25,0.39
981.635,2169.00,13.49,0.43,40.00,39.94,15.75,99.95,38.50,89.16,60.75,92.00,14.21,37.00,141.28,12.67,6.00,16.00,-15.75,0.00,47.25,0.39
981.875,2169.00,13.49,0.43,40.00,39.94,15.75,99.95,38.50,89.16,60.75,92.00,14.21,37.00,141.28,12.67,6.00,16.00,-15.75,0.00,47.25,0.39
982.115,2169.00,13.49,0.43,40.00,39.94,15.75,99.95,38.50,89.16,60.75,92.00,14.21,37.00,141.28,12.67,6.00,16.00,-15.75,0.00,47.25,0.39
982.357,2169.00,13.49,0.43,40.00,39.94,15.75,99.95,38.50,89.16,60.75,92.00,14.21,37.00,128.71,12.67,6.00,16.00,-15.75,0.00,47.25,0.39
982.595,2169.00,13.49,0.43,40.00,39.94,15.75,99.95,38.50,89.16,60.75,92.00,14.21,37.00,128.71,10.61,6.00,16.00,-15.75,0.00,47.25,0.39
982.835,2169.00,13.49,0.43,40.00,39.94,15.75,99.95,38.50,89.16,60.75,92.00,14.21,37.00,128.71,10.61,6.00,16.00,-15.75,0.00,47.25,0.39
983.076,2169.00,13.49,0.43,40.00,39.94,15.75,99.95,38.50,89.16,60.75,92.00,14.21,37.00,128.71,10.61,6.00,16.00,-15.75,0.00,47.25,0.39
983.315,2169.00,13.49,0.43,40.00,39.94,15.75,99.95,38.50,89.16,60.75,92.00,14.21,37.00,128.71,10.61,6.00,16.00,-15.75,0.00,47.25,0.39
983.557,2169.00,13.49,0.43,40.00,39.94,15.75,99.95,38.50,89.16,60.75,92.00,14.21,37.00,128.71,10.61,6.00,16.00,-15.75,0.00,47.25,0.39
983.795,2169.00,13.49,0.43,40.00,39.94,15.75,99.95,38.50,89.16,60.75,92.00,14.21,37.00,128.71,10.61,6.00,16.00,-15.75,0.00,47.25,0.39
984.035,2169.00,13.49,0.43,40.00,39.94,15.75,99.95,38.50,89.16,60.75,92.00,14.21,37.00,128.71,10.61,6.00,16.00,-15.75,0.00,47.25,0.78
984.276,1977.00,13.49,0.43,40.00,39.94,15.75,99.95,38.50,89.16,60.75,92.00,14.21,37.00,128.71,10.61,6.00,16.00,-15.75,0.00,47.25,0.78
984.515,1977.00,13.47,0.43,40.00,39.94,15.75,99.95,38.50,89.16,60.75,92.00,14.21,37.00,128.71,10.61,6.00,16.00,-15.75,0.00,47.25,0.78
984.757,1977.00,13.47,0.31,40.00,39.94,15.75,99.95,38.50,89.16,60.75,92.00,14.21,37.00,128.71,10.61,6.00,16.00,-15.75,0.00,47.25,0.78
984.995,1977.00,13.47,0.31,28.00,39.94,15.75,99.95,38.50,89.16,60.75,92.00,14.21,37.00,128.71,10.61,6.00,16.00,-15.75,0.00,47.25,0.78
985.235,1977.00,13.47,0.31,28.00,29.88,15.75,99.95,38.50,89.16,60.75,92.00,14.21,37.00,128.71,10.61,6.00,16.00,-15.75,0.00,47.25,0.78
985.476,1977.00,13.47,0.31,28.00,29.88,12.75,99.95,38.50,89.16,60.75,92.00,14.21,37.00,128.71,10.61,6.00,16.00,-15.75,0.00,47.25,0.78
985.715,1977.00,13.47,0.31,28.00,29.88,12.75,91.65,38.50,89.16,60.75,92.00,14.21,37.00,128.71,10.61,6.00,16.00,-15.75,0.00,47.25,0.78
985.955,1977.00,13.47,0.31,28.00,29.88,12.75,91.65,29.00,89.16,60.75,92.00,14.21,37.00,128.71,10.61,6.00,16.00,-15.75,0.00,47.25,0.78
986.195,1977.00,13.47,0.31,28.00,29.88,12.75,91.65,29.00,91.06,60.75,92.00,14.21,37.00,128.71,10.61,6.00,16.00,-15.75,0.00,47.25,0.78
986.435,1977.00,13.47,0.31,28.00,29.88,12.75,91.65,29.00,91.06,60.00,92.00,14.21,37.00,128.71,10.61,6.00,16.00,-15.75,0.00,47.25,0.78
986.676,1977.00,13.47,0.31,28.00,29.88,12.75,91.65,29.00,91.06,60.00,92.00,14.21,37.00,128.71,10.61,6.00,16.00,-15.75,0.00,47.25,0.78
986.915,1977.00,13.47,0.31,28.00,29.88,12.75,91.65,29.00,91.06,60.00,92.00,14.21,37.00,128.71,10.61,6.00,16.00,-15.75,0.00,47.25,0.78
987.155,1977.00,13.47,0.31,28.00,29.88,12.75,91.65,29.00,91.06,60.00,92.00,14.21,37.00,128.71,10.61,6.00,16.00,-15.75,0.00,47.25,0.78
987.395,1977.00,13.47,0.31,28.00,29.88,12.75,91.65,29.00,91.06,60.00,92.00,14.21,37.00,119.30,10.61,6.00,16.00,-15.75,0.00,47.25,0.78
987.635,1977.00,13.47,0.31,28.00,29.88,12.75,91.65,29.00,91.06,60.00,92.00,14.21,37.00,119.30,9.37,6.00,16.00,-15.75,0.00,47.25,0.78
987.876,1977.00,13.47,0.31,28.00,29.88,12.75,91.65,29.00,91.06,60.00,92.00,14.21,37.00,119.30,9.37,6.00,16.00,-15.75,0.00,47.25,0.78
988.115,1977.00,13.47,0.31,28.00,29.88,12.75,91.65,29.00,91.06,60.00,92.00,14.21,37.00,119.30,9.37,6.00,1.09,-15.75,0.00,47.25,0.78
988.357,1977.00,13.47,0.31,28.00,29.88,12.75,91.65,29.00,91.06,60.00,92.00,14.21,37.00,119.30,9.37,6.00,1.09,-15.75,0.00,47.25,0.78
988.595,1977.00,13.47,0.31,28.00,29.88,12.75,91.65,29.00,91.06,60.00,92.00,14.21,37.00,119.30,9.37,6.00,1.09,-15.75,0.00,47.25,0.78
988.835,1977.00,13.47,0.31,28.00,29.88,12.75,91.65,29.00,91.06,60.00,92.00,14.21,37.00,119.30,9.37,6.00,1.09,-15.75,0.00,48.00,0.78
989.076,1977.00,13.47,0.31,28.00,29.88,12.75,91.65,29.00,91.06,60.00,92.00,14.21,37.00,119.30,9.37,6.00,1.09,-15.75,0.00,48.00,0.39
989.315,1844.50,13.47,0.31,28.00,29.88,12.75,91.65,29.00,91.06,60.00,92.00,14.21,37.00,119.30,9.37,6.00,1.09,-15.75,0.00,48.00,0.39
989.555,1844.50,13.45,0.31,28.00,29.88,12.75,91.65,29.00,91.06,60.00,92.00,14.21,37.00,119.30,9.37,6.00,1.09,-15.75,0.00,48.00,0.39
989.795,1844.50,13.45,0.20,28.00,29.88,12.75,91.65,29.00,91.06,60.00,92.00,14.21,37.00,119.30,9.37,6.00,1.09,-15.75,0.00,48.00,0.39
990.035,1844.50,13.45,0.20,24.00,29.88,12.75,91.65,29.00,91.06,60.00,92.00,14.21,37.00,119.30,9.37,6.00,1.09,-15.75,0.00,48.00,0.39
990.275,1844.50,13.45,0.20,24.00,35.31,12.75,91.65,29.00,91.06,60.00,92.00,14.21,37.00,119.30,9.37,6.00,1.09,-15.75,0.00,48.00,0.39
990.515,1844.50,13.45,0.20,24.00,35.31,23.25,91.65,29.00,91.06,60.00,92.00,14.21,37.00,119.30,9.37,6.00,1.09,-15.75,0.00,48.00,0.39
990.757,1844.50,13.45,0.20,24.00,35.31,23.25,86.85,29.00,91.06,60.00,92.00,14.21,37.00,119.30,9.37,6.00,1.09,-15.75,0.00,48.00,0.39
990.995,1844.50,13.45,0.20,24.00,35.31,23.25,86.85,54.80,91.06,60.00,92.00,14.21,37.00,119.30,9.37,6.00,1.09,-15.75,0.00,48.00,0.39
991.235,1844.50,13.45,0.20,24.00,35.31,23.25,86.85,54.80,92.56,60.00,92.00,14.21,37.00,119.30,9.37,6.00,1.09,-15.75,0.00,48.00,0.39
991.476,1844.50,13.45,0.20,24.00,35.31,23.25,86.85,54.80,92.56,59.25,92.00,14.21,37.00,119.30,9.37,6.00,1.09,-15.75,0.00,48.00,0.39
991.715,1844.50,13.45,0.20,24.00,35.31,23.25,86.85,54.80,92.56,59.25,92.00,14.21,37.00,119.30,9.37,6.00,1.09,-15.75,0.00,48.00,0.39
991.957,1844.50,13.45,0.20,24.00,35.31,23.25,86.85,54.80,92.56,59.25,92.00,14.22,37.00,119.30,9.37,6.00,1.09,-15.75,0.00,48.00,0.39
992.195,1844.50,13.45,0.20,24.00,35.31,23.25,86.85,54.80,92.56,59.25,92.00,14.22,37.00,119.30,9.37,6.00,1.09,-15.75,0.00,48.00,0.39
992.435,1844.50,13.45,0.20,24.00,35.31,23.25,86.85,54.80,92.56,59.25,92.00,14.22,37.00,113.30,9.37,6.00,1.09,-15.75,0.00,48.00,0.39
992.676,1844.50,13.45,0.20,24.00,35.31,23.25,86.85,54.80,92.56,59.25,92.00,14.22,37.00,113.30,8.90,6.00,1.09,-15.75,0.00,48.00,0.39
992.915,1844.50,13.45,0.20,24.00,35.31,23.25,86.85,54.80,92.56,59.25,92.00,14.22,37.00,113.30,8.90,6.00,1.09,-15.75,0.00,48.00,0.39
993.157,1844.50,13.45,0.20,24.00,35.31,23.25,86.85,54.80,92.56,59.25,92.00,14.22,37.00,113.30,8.90,6.00,2.38,-15.75,0.00,48.00,0.39
993.395,1844.50,13.45,0.20,24.00,35.31,23.25,86.85,54.80,92.56,59.25,92.00,14.22,37.00,113.30,8.90,6.00,2.38,-15.00,0.00,48.00,0.39
993.635,1844.50,13.45,0.20,24.00,35.31,23.25,86.85,54.80,92.56,59.25,92.00,14.22,37.00,113.30,8.90,6.00,2.38,-15.00,0.00,48.00,0.39
993.876,1844.50,13.45,0.20,24.00,35.31,23.25,86.85,54.80,92.56,59.25,92.00,14.22,37.00,113.30,8.90,6.00,2.38,-15.00,0.00,48.00,0.39
994.115,1844.50,13.45,0.20,24.00,35.31,23.25,86.85,54.80,92.56,59.25,92.00,14.22,37.00,113.30,8.90,6.00,2.38,-15.00,0.00,48.00,0.00
994.357,1756.00,13.45,0.20,24.00,35.31,23.25,86.85,54.80,92.56,59.25,92.00,14.22,37.00,113.30,8.90,6.00,2.38,-15.00,0.00,48.00,0.00
994.595,1756.00,13.47,0.20,24.00,35.31,23.25,86.85,54.80,92.56,59.25,92.00,14.22,37.00,113.30,8.90,6.00,2.38,-15.00,0.00,48.00,0.00
994.835,1756.00,13.47,0.18,24.00,35.31,23.25,86.85,54.80,92.56,59.25,92.00,14.22,37.00,113.30,8.90,6.00,2.38,-15.00,0.00,48.00,0.00
995.076,1756.00,13.47,0.18,64.00,35.31,23.25,86.85,54.80,92.56,59.25,92.00,14.22,37.00,113.30,8.90,6.00,2.38,-15.00,0.00,48.00,0.00
995.315,1756.00,13.47,0.18,64.00,66.00,23.25,86.85,54.80,92.56,59.25,92.00,14.22,37.00,113.30,8.90,6.00,2.38,-15.00,0.00,48.00,0.00
995.557,1756.00,13.47,0.18,64.00,66.00,33.75,86.85,54.80,92.56,59.25,92.00,14.22,37.00,113.30,8.90,6.00,2.38,-15.00,0.00,48.00,0.00
995.795,1756.00,13.47,0.18,64.00,66.00,33.75,82.96,54.80,92.56,59.25,92.00,14.22,37.00,113.30,8.90,6.00,2.38,-15.00,0.00,48.00,0.00
996.035,1756.00,13.47,0.18,64.00,66.00,33.75,82.96,70.50,92.56,59.25,92.00,14.22,37.00,113.30,8.90,6.00,2.38,-15.00,0.00,48.00,0.00
996.276,1756.00,13.47,0.18,64.00,66.00,33.75,82.96,70.50,93.06,59.25,92.00,14.22,37.00,113.30,8.90,6.00,2.38,-15.00,0.00,48.00,0.00
996.515,1756.00,13.47,0.18,64.00,66.00,33.75,82.96,70.50,93.06,56.25,92.00,14.22,37.00,113.30,8.90,6.00,2.38,-15.00,0.00,48.00,0.00
996.757,1756.00,13.47,0.18,64.00,66.00,33.75,82.96,70.50,93.06,56.25,92.00,14.22,37.00,113.30,8.90,6.00,2.38,-15.00,0.00,48.00,0.00
996.995,1756.00,13.47,0.18,64.00,66.00,33.75,82.96,70.50,93.06,56.25,92.00,14.22,37.00,113.30,8.90,6.00,2.38,-15.00,0.00,48.00,0.00
997.235,1756.00,13.47,0.18,64.00,66.00,33.75,82.96,70.50,93.06,56.25,92.00,14.22,37.00,113.30,8.90,6.00,2.38,-15.00,0.00,48.00,0.00
997.476,1756.00,13.47,0.18,64.00,66.00,33.75,82.96,70.50,93.06,56.25,92.00,14.22,37.00,109.24,8.90,6.00,2.38,-15.00,0.00,48.00,0.00
997.715,1756.00,13.47,0.18,64.00,66.00,33.75,82.96,70.50,93.06,56.25,92.00,14.22,37.00,109.24,15.11,6.00,2.38,-15.00,0.00,48.00,0.00
997.957,1756.00,13.47,0.18,64.00,66.00,33.75,82.96,70.50,93.06,56.25,92.00,14.22,37.00,109.24,15.11,6.00,2.38,-15.00,0.00,48.00,0.00
998.195,1756.00,13.47,0.18,64.00,66.00,33.75,82.96,70.50,93.06,56.25,92.00,14.22,37.00,109.24,15.11,6.00,0.97,-15.00,0.00,48.00,0.00
998.435,1756.00,13.47,0.18,64.00,66.00,33.75,82.96,70.50,93.06,56.25,92.00,14.22,37.00,109.24,15.11,6.00,0.97,21.75,0.00,48.00,0.00
998.675,1756.00,13.47,0.18,64.00,66.00,33.75,82.96,70.50,93.06,56.25,92.00,14.22,37.00,109.24,15.11,6.00,0.97,21.75,0.00,48.00,0.00
998.915,1756.00,13.47,0.18,64.00,66.00,33.75,82.96,70.50,93.06,56.25,92.00,14.22,37.00,109.24,15.11,6.00,0.97,21.75,0.00,47.25,0.00
999.157,1756.00,13.47,0.18,64.00,66.00,33.75,82.96,70.50,93.06,56.25,92.00,14.22,37.00,109.24,15.11,6.00,0.97,21.75,0.00,47.25,0.39
999.395,1731.00,13.47,0.18,64.00,66.00,33.75,82.96,70.50,93.06,56.25,92.00,14.22,37.00,109.24,15.11,6.00,0.97,21.75,0.00,47.25,0.39
999.635,1731.00,13.45,0.18,64.00,66.00,33.75,82.96,70.50,93.06,56.25,92.00,14.22,37.00,109.24,15.11,6.00,0.97,21.75,0.00,47.25,0.39
999.876,1731.00,13.45,0.52,64.00,66.00,33.75,82.96,70.50,93.06,56.25,92.00,14.22,37.00,109.24,15.11,6.00,0.97,21.75,0.00,47.25,0.39
1000.115,1731.00,13.45,0.52,64.00,66.00,33.75,82.96,70.50,93.06,56.25,92.00,14.22,37.00,109.24,15.11,6.00,0.97,21.75,0.00,47.25,0.39
1000.357,1731.00,13.45,0.52,64.00,61.41,33.75,82.96,70.50,93.06,56.25,92.00,14.22,37.00,109.24,15.11,6.00,0.97,21.75,0.00,47.25,0.39
1000.595,1731.00,13.45,0.52,64.00,61.41,31.50,82.96,70.50,93.06,56.25,92.00,14.22,37.00,109.24,15.11,6.00,0.97,21.75,0.00,47.25,0.39
1000.835,1731.00,13.45,0.52,64.00,61.41,31.50,78.95,70.50,93.06,56.25,92.00,14.22,37.00,109.24,15.11,6.00,0.97,21.75,0.00,47.25,0.39
1001.076,1731.00,13.45,0.52,64.00,61.41,31.50,78.95,64.00,93.06,56.25,92.00,14.22,37.00,109.24,15.11,6.00,0.97,21.75,0.00,47.25,0.39
1001.315,1731.00,13.45,0.52,64.00,61.41,31.50,78.95,64.00,93.26,56.25,92.00,14.22,37.00,109.24,15.11,6.00,0.97,21.75,0.00,47.25,0.39
1001.557,1731.00,13.45,0.52,64.00,61.41,31.50,78.95,64.00,93.26,52.50,92.00,14.22,37.00,109.24,15.11,6.00,0.97,21.75,0.00,47.25,0.39
1001.795,1731.00,13.45,0.52,64.00,61.41,31.50,78.95,64.00,93.26,52.50,92.00,14.22,37.00,109.24,15.11,6.00,0.97,21.75,0.00,47.25,0.39
1002.035,1731.00,13.45,0.52,64.00,61.41,31.50,78.95,64.00,93.26,52.50,92.00,14.22,37.00,109.24,15.11,6.00,0.97,21.75,0.00,47.25,0.39
1002.276,1731.00,13.45,0.52,64.00,61.41,31.50,78.95,64.00,93.26,52.50,92.00,14.22,36.50,109.24,15.11,6.00,0.97,21.75,0.00,47.25,0.39
1002.515,1731.00,13.45,0.52,64.00,61.41,31.50,78.95,64.00,93.26,52.50,92.00,14.22,36.50,107.89,15.11,6.00,0.97,21.75,0.00,47.25,0.39
1002.755,1731.00,13.45,0.52,64.00,61.41,31.50,78.95,64.00,93.26,52.50,92.00,14.22,36.50,107.89,15.60,6.00,0.97,21.75,0.00,47.25,0.39
1002.995,1731.00,13.45,0.52,64.00,61.41,31.50,78.95,64.00,93.26,52.50,92.00,14.22,36.50,107.89,15.60,6.00,0.97,21.75,0.00,47.25,0.39
1003.235,1731.00,13.45,0.52,64.00,61.41,31.50,78.95,64.00,93.26,52.50,92.00,14.22,36.50,107.89,15.60,6.00,1.00,21.75,0.00,47.25,0.39
1003.476,1731.00,13.45,0.52,64.00,61.41,31.50,78.95,64.00,93.26,52.50,92.00,14.22,36.50,107.89,15.60,6.00,1.00,21.75,0.00,47.25,0.39
1003.715,1731.00,13.45,0.52,64.00,61.41,31.50,78.95,64.00,93.26,52.50,92.00,14.22,36.50,107.89,15.60,6.00,1.00,21.75,0.00,47.25,0.39
1003.957,1731.00,13.45,0.52,64.00,61.41,31.50,78.95,64.00,93.26,52.50,92.00,14.22,36.50,107.89,15.60,6.00,1.00,21.75,0.00,47.25,0.39
