Time,"Engine speed","Air mass flow","Relative air filling","Boost pressure","Intake air temperature","Intake air temperature before throttle valve, measured","Ambient pressure"
0.000,0,0,0,0.04,0,0,0
0.179,0,0,0,0.04,42.00,0,0
0.332,0,0,0,0.04,42.00,49.44,0
0.511,0,0,0,0.04,42.00,49.44,14.26
0.659,662.50,0,0,0.04,42.00,49.44,14.26
0.809,662.50,16.00,0,0.04,42.00,49.44,14.26
0.959,662.50,16.00,23.25,0.04,42.00,49.44,14.26
1.111,662.50,16.00,23.25,0.04,42.00,49.44,14.26
1.259,662.50,16.00,23.25,0.04,42.00,49.44,14.26
1.410,662.50,16.00,23.25,0.04,42.00,49.54,14.26
1.560,662.50,16.00,23.25,0.04,42.00,49.54,14.26
1.711,659.00,16.00,23.25,0.04,42.00,49.54,14.26
1.859,659.00,16.00,23.25,0.04,42.00,49.54,14.26
2.011,659.00,16.00,23.25,0.04,42.00,49.54,14.26
2.159,659.00,16.00,23.25,0.04,42.00,49.54,14.26
2.309,659.00,16.00,23.25,0.04,42.00,49.54,14.26
2.459,659.00,16.00,23.25,0.04,42.00,49.54,14.26
2.612,659.00,16.00,23.25,0.04,42.00,49.54,14.26
2.759,661.50,16.00,23.25,0.04,42.00,49.54,14.26
2.911,661.50,16.00,23.25,0.04,42.00,49.54,14.26
3.059,661.50,16.00,23.25,0.04,42.00,49.54,14.26
3.212,661.50,16.00,23.25,0.03,42.00,49.54,14.26
3.359,661.50,16.00,23.25,0.03,42.00,49.54,14.26
3.511,661.50,16.00,23.25,0.03,42.00,49.65,14.26
3.660,661.50,16.00,23.25,0.03,42.00,49.65,14.26
3.809,663.00,16.00,23.25,0.03,42.00,49.65,14.26
3.959,663.00,16.00,23.25,0.03,42.00,49.65,14.26
4.139,663.00,16.00,23.25,0.03,42.00,49.65,14.26
4.289,663.00,16.00,23.25,0.04,42.00,49.65,14.26
4.440,663.00,16.00,23.25,0.04,42.00,49.65,14.26
4.589,663.00,16.00,23.25,0.04,42.00,49.65,14.26
4.740,663.00,16.00,23.25,0.04,42.00,49.65,14.26
4.889,665.50,16.00,23.25,0.04,42.00,49.65,14.26
5.039,665.50,16.00,23.25,0.04,42.00,49.65,14.26
5.189,665.50,16.00,23.25,0.04,42.00,49.65,14.26
5.339,665.50,16.00,23.25,0.04,42.00,49.65,14.26
5.489,665.50,16.00,23.25,0.04,42.00,49.65,14.26
5.640,665.50,16.00,23.25,0.04,42.00,49.65,14.26
5.789,665.50,16.00,23.25,0.04,42.00,49.65,14.26
5.939,665.50,16.00,23.25,0.04,42.00,49.65,14.26
6.089,665.50,16.00,23.25,0.04,42.00,49.65,14.26
6.239,665.50,16.00,23.25,0.04,42.00,49.65,14.26
6.389,665.50,16.00,23.25,0.03,42.00,49.65,14.26
6.539,665.50,16.00,23.25,0.03,42.00,49.65,14.26
6.719,665.50,16.00,23.25,0.03,42.00,49.75,14.26
6.869,665.50,16.00,23.25,0.03,42.00,49.75,14.26
7.019,664.50,16.00,23.25,0.03,42.00,49.75,14.26
7.169,664.50,16.00,23.25,0.03,42.00,49.75,14.26
7.321,664.50,16.00,22.50,0.03,42.00,49.75,14.26
7.470,664.50,16.00,22.50,0.04,42.00,49.75,14.26
7.621,664.50,16.00,22.50,0.04,42.00,49.75,14.26
7.770,664.50,16.00,22.50,0.04,42.00,49.75,14.26
7.919,664.50,16.00,22.50,0.04,42.00,49.75,14.26
8.069,658.50,16.00,22.50,0.04,42.00,49.75,14.26
8.221,658.50,16.00,22.50,0.04,42.00,49.75,14.26
8.369,658.50,16.00,22.50,0.04,42.00,49.75,14.26
8.520,658.50,16.00,22.50,0.04,42.00,49.75,14.26
8.670,658.50,16.00,22.50,0.04,42.00,49.75,14.26
8.821,658.50,16.00,22.50,0.04,42.00,49.75,14.26
8.970,658.50,16.00,22.50,0.04,42.00,49.75,14.26
9.120,658.50,16.00,22.50,0.04,42.00,49.75,14.26
9.271,658.50,16.00,22.50,0.04,42.00,49.75,14.26
9.421,658.50,16.00,23.25,0.04,42.00,49.75,14.26
9.572,658.50,16.00,23.25,0.04,42.00,49.75,14.26
9.722,658.50,16.00,23.25,0.04,42.00,49.75,14.26
9.870,658.50,16.00,23.25,0.04,42.00,49.84,14.26
10.022,658.50,16.00,23.25,0.04,42.00,49.84,14.26
10.169,656.00,16.00,23.25,0.04,42.00,49.84,14.26
10.322,656.00,16.00,23.25,0.04,42.00,49.84,14.26
10.469,656.00,16.00,23.25,0.04,42.00,49.84,14.26
10.622,656.00,16.00,23.25,0.03,42.00,49.84,14.26
10.769,656.00,16.00,23.25,0.03,42.00,49.84,14.26
10.921,656.00,16.00,23.25,0.03,42.00,49.84,14.26
11.069,656.00,16.00,23.25,0.03,42.00,49.84,14.26
11.222,657.00,16.00,23.25,0.03,42.00,49.84,14.26
11.370,657.00,32.00,23.25,0.03,42.00,49.84,14.26
11.521,657.00,32.00,35.25,0.03,42.00,49.84,14.26
11.700,657.00,32.00,35.25,0.02,42.00,49.84,14.26
11.850,657.00,32.00,35.25,0.02,42.00,49.84,14.26
11.999,657.00,32.00,35.25,0.02,42.00,49.84,14.26
12.149,657.00,32.00,35.25,0.02,42.00,49.84,14.26
12.300,1413.50,32.00,35.25,0.02,42.00,49.84,14.26
12.450,1413.50,60.00,35.25,0.02,42.00,49.84,14.26
12.600,1413.50,60.00,37.50,0.02,42.00,49.84,14.26
12.750,1413.50,60.00,37.50,0.22,42.00,49.84,14.26
12.901,1413.50,60.00,37.50,0.22,42.00,49.84,14.26
13.050,1413.50,60.00,37.50,0.22,42.00,49.84,14.26
13.200,1413.50,60.00,37.50,0.22,42.00,49.84,14.26
13.350,1605.00,60.00,37.50,0.22,42.00,49.84,14.26
13.500,1605.00,72.00,37.50,0.22,42.00,49.84,14.26
13.650,1605.00,72.00,45.00,0.22,42.00,49.84,14.26
13.800,1605.00,72.00,45.00,0.64,42.00,49.84,14.26
13.950,1605.00,72.00,45.00,0.64,42.00,49.84,14.26
14.100,1605.00,72.00,45.00,0.64,42.00,49.96,14.26
14.279,1605.00,72.00,45.00,0.64,42.00,49.96,14.26
14.430,1918.50,72.00,45.00,0.64,42.00,49.96,14.26
14.580,1918.50,112.00,45.00,0.64,42.00,49.96,14.26
14.732,1918.50,112.00,49.50,0.64,42.00,49.96,14.26
14.880,1918.50,112.00,49.50,1.59,42.00,49.96,14.26
15.032,1918.50,112.00,49.50,1.59,42.00,49.96,14.26
15.179,1918.50,112.00,49.50,1.59,42.00,50.36,14.26
15.332,1918.50,112.00,49.50,1.59,42.00,50.36,14.26
15.480,2693.50,112.00,49.50,1.59,42.00,50.36,14.26
15.660,2693.50,212.00,49.50,1.59,42.00,50.36,14.26
15.809,2693.50,212.00,74.25,1.59,42.00,50.36,14.26
15.960,2693.50,212.00,74.25,3.87,42.00,50.36,14.26
16.110,2693.50,212.00,74.25,3.87,42.00,50.36,14.26
16.260,2693.50,212.00,74.25,3.87,42.00,51.34,14.26
16.409,2693.50,212.00,74.25,3.87,42.00,51.34,14.26
16.560,4080.50,212.00,74.25,3.87,42.00,51.34,14.26
16.711,4080.50,580.00,74.25,3.87,42.00,51.34,14.26
16.859,4080.50,580.00,117.00,3.87,42.00,51.34,14.26
17.010,4080.50,580.00,117.00,7.99,42.00,51.34,14.26
17.160,4080.50,580.00,117.00,7.99,42.00,51.34,14.26
17.311,4080.50,580.00,117.00,7.99,42.00,54.55,14.26
17.460,4080.50,580.00,117.00,7.99,42.00,54.55,14.26
17.610,5832.00,580.00,117.00,7.99,42.00,54.55,14.26
17.760,5832.00,1020.00,117.00,7.99,42.00,54.55,14.26
17.909,5832.00,1020.00,147.75,7.99,42.00,54.55,14.26
18.122,5832.00,1020.00,147.75,14.91,42.00,54.55,14.26
18.270,5832.00,1020.00,147.75,14.91,42.75,54.55,14.26
18.420,5832.00,1020.00,147.75,14.91,42.75,65.24,14.26
18.570,5832.00,1020.00,147.75,14.91,42.75,65.24,14.26
18.722,7004.50,1020.00,147.75,14.91,42.75,65.24,14.26
18.869,7004.50,696.00,147.75,14.91,42.75,65.24,14.26
19.019,7004.50,696.00,72.75,14.91,42.75,65.24,14.26
19.170,7004.50,696.00,72.75,11.84,42.75,65.24,14.26
19.321,7004.50,696.00,72.75,11.84,44.25,65.24,14.26
19.500,7004.50,696.00,72.75,11.84,44.25,81.95,14.26
19.650,7004.50,696.00,72.75,11.84,44.25,81.95,14.26
19.799,5394.50,696.00,72.75,11.84,44.25,81.95,14.26
19.949,5394.50,1020.00,72.75,11.84,44.25,81.95,14.26
20.099,5394.50,1020.00,180.75,11.84,44.25,81.95,14.26
20.249,5394.50,1020.00,180.75,19.75,44.25,81.95,14.26
20.430,5394.50,1020.00,180.75,19.75,45.00,81.95,14.26
20.579,5394.50,1020.00,180.75,19.75,45.00,97.05,14.26
20.731,5394.50,1020.00,180.75,19.75,45.00,97.05,14.26
20.879,6234.00,1020.00,180.75,19.75,45.00,97.05,14.26
21.031,6234.00,1020.00,180.75,19.75,45.00,97.05,14.26
21.180,6234.00,1020.00,103.50,19.75,45.00,97.05,14.26
21.330,6234.00,1020.00,103.50,13.99,45.00,97.05,14.26
21.480,6234.00,1020.00,103.50,13.99,46.50,97.05,14.26
21.631,6234.00,1020.00,103.50,13.99,46.50,110.94,14.26
21.780,6234.00,1020.00,103.50,13.99,46.50,110.94,14.26
21.959,6257.50,1020.00,103.50,13.99,46.50,110.94,14.26
22.110,6257.50,140.00,103.50,13.99,46.50,110.94,14.26
22.260,6257.50,140.00,18.75,13.99,46.50,110.94,14.26
22.410,6257.50,140.00,18.75,3.23,46.50,110.94,14.26
22.559,6257.50,140.00,18.75,3.23,46.50,110.94,14.26
22.712,6257.50,140.00,18.75,3.23,46.50,116.45,14.26
22.860,6257.50,140.00,18.75,3.23,46.50,116.45,14.26
23.012,6071.00,140.00,18.75,3.23,46.50,116.45,14.26
23.160,6071.00,132.00,18.75,3.23,46.50,116.45,14.26
23.340,6071.00,132.00,24.00,3.23,46.50,116.45,14.26
23.490,6071.00,132.00,24.00,2.70,46.50,116.45,14.26
23.640,6071.00,132.00,24.00,2.70,45.75,116.45,14.26
23.790,6071.00,132.00,24.00,2.70,45.75,114.15,14.26
23.939,6071.00,132.00,24.00,2.70,45.75,114.15,14.26
24.090,5800.00,132.00,24.00,2.70,45.75,114.15,14.26
24.240,5800.00,160.00,24.00,2.70,45.75,114.15,14.26
24.390,5800.00,160.00,24.00,2.70,45.75,114.15,14.26
24.540,5800.00,160.00,24.00,2.54,45.75,114.15,14.26
24.690,5800.00,160.00,24.00,2.54,45.00,114.15,14.26
24.840,5800.00,160.00,24.00,2.54,45.00,108.34,14.26
24.990,5800.00,160.00,24.00,2.54,45.00,108.34,14.26
25.140,5453.50,160.00,24.00,2.54,45.00,108.34,14.26
25.290,5453.50,148.00,24.00,2.54,45.00,108.34,14.26
25.440,5453.50,148.00,24.00,2.54,45.00,108.34,14.26
25.590,5453.50,148.00,24.00,2.26,45.00,108.34,14.26
25.740,5453.50,148.00,24.00,2.26,45.00,108.34,14.26
25.922,5453.50,148.00,24.00,2.26,45.00,102.65,14.26
26.070,5453.50,148.00,24.00,2.26,45.00,102.65,14.26
26.219,4257.50,148.00,24.00,2.26,45.00,102.65,14.26
26.369,4257.50,116.00,24.00,2.26,45.00,102.65,14.26
26.522,4257.50,116.00,24.00,2.26,45.00,102.65,14.26
26.669,4257.50,116.00,24.00,1.73,45.00,102.65,14.26
26.820,4257.50,116.00,24.00,1.73,44.25,102.65,14.26
26.969,4257.50,116.00,24.00,1.73,44.25,98.15,14.26
27.121,4257.50,116.00,24.00,1.73,44.25,98.15,14.26
27.270,4078.00,116.00,24.00,1.73,44.25,98.15,14.26
27.422,4078.00,112.00,24.00,1.73,44.25,98.15,14.26
27.570,4078.00,112.00,24.00,1.73,44.25,98.15,14.26
27.722,4078.00,112.00,24.00,1.49,44.25,98.15,14.26
27.870,4078.00,112.00,24.00,1.49,44.25,98.15,14.26
28.019,4078.00,112.00,24.00,1.49,44.25,93.55,14.26
28.170,4078.00,112.00,24.00,1.49,44.25,93.55,14.26
28.320,3929.00,112.00,24.00,1.49,44.25,93.55,14.26
28.470,3929.00,108.00,24.00,1.49,44.25,93.55,14.26
28.622,3929.00,108.00,24.00,1.49,44.25,93.55,14.26
28.770,3929.00,108.00,24.00,1.37,44.25,93.55,14.26
28.921,3929.00,108.00,24.00,1.37,44.25,93.55,14.26
29.070,3929.00,108.00,24.00,1.37,44.25,89.76,14.26
29.222,3929.00,108.00,24.00,1.37,44.25,89.76,14.26
29.370,3798.50,108.00,24.00,1.37,44.25,89.76,14.26
29.521,3798.50,104.00,24.00,1.37,44.25,89.76,14.26
29.670,3798.50,104.00,24.00,1.37,44.25,89.76,14.26
29.821,3798.50,104.00,24.00,1.29,44.25,89.76,14.26
29.970,3798.50,104.00,24.00,1.29,44.25,89.76,14.26
30.121,3798.50,104.00,24.00,1.29,44.25,86.24,14.26
30.270,3798.50,104.00,24.00,1.29,44.25,86.24,14.26
30.419,3343.00,104.00,24.00,1.29,44.25,86.24,14.26
30.570,3343.00,88.00,24.00,1.29,44.25,86.24,14.26
30.721,3343.00,88.00,23.25,1.29,44.25,86.24,14.26
30.900,3343.00,88.00,23.25,1.15,44.25,86.24,14.26
31.050,3343.00,88.00,23.25,1.15,44.25,86.24,14.26
31.200,3343.00,88.00,23.25,1.15,44.25,83.64,14.26
31.350,3343.00,88.00,23.25,1.15,44.25,83.64,14.26
31.500,2653.50,88.00,23.25,1.15,44.25,83.64,14.26
31.650,2653.50,64.00,23.25,1.15,44.25,83.64,14.26
31.800,2653.50,64.00,21.75,1.15,44.25,83.64,14.26
31.950,2653.50,64.00,21.75,0.85,44.25,83.64,14.26
32.100,2653.50,64.00,21.75,0.85,44.25,83.64,14.26
32.250,2653.50,64.00,21.75,0.85,44.25,81.15,14.26
32.399,2653.50,64.00,21.75,0.85,44.25,81.15,14.26
32.550,2582.00,64.00,21.75,0.85,44.25,81.15,14.26
32.700,2582.00,52.00,21.75,0.85,44.25,81.15,14.26
32.850,2582.00,52.00,43.50,0.85,44.25,81.15,14.26
33.000,2582.00,52.00,43.50,0.80,44.25,81.15,14.26
33.150,2582.00,52.00,43.50,0.80,43.50,81.15,14.26
33.300,2582.00,52.00,43.50,0.80,43.50,79.26,14.26
33.480,2582.00,52.00,43.50,0.80,43.50,79.26,14.26
33.632,2632.50,52.00,43.50,0.80,43.50,79.26,14.26
33.780,2632.50,120.00,43.50,0.80,43.50,79.26,14.26
33.932,2632.50,120.00,39.75,0.80,43.50,79.26,14.26
34.080,2632.50,120.00,39.75,1.67,43.50,79.26,14.26
34.232,2632.50,120.00,39.75,1.67,43.50,79.26,14.26
34.380,2632.50,120.00,39.75,1.67,43.50,77.05,14.26
34.530,2632.50,120.00,39.75,1.67,43.50,77.05,14.26
34.680,2695.50,120.00,39.75,1.67,43.50,77.05,14.26
34.860,2695.50,128.00,39.75,1.67,43.50,77.05,14.26
35.012,2695.50,128.00,38.25,1.67,43.50,77.05,14.26
35.160,2695.50,128.00,38.25,2.15,43.50,77.05,14.26
35.312,2695.50,128.00,38.25,2.15,43.50,77.05,14.26
35.460,2695.50,128.00,38.25,2.15,43.50,75.25,14.26
35.610,2695.50,128.00,38.25,2.15,43.50,75.25,14.26
35.760,2653.50,128.00,38.25,2.15,43.50,75.25,14.26
35.912,2653.50,68.00,38.25,2.15,43.50,75.25,14.26
36.060,2653.50,68.00,21.75,2.15,43.50,75.25,14.26
36.210,2653.50,68.00,21.75,0.99,43.50,75.25,14.26
36.359,2653.50,68.00,21.75,0.99,43.50,75.25,14.26
36.512,2653.50,68.00,21.75,0.99,43.50,74.15,14.26
36.660,2653.50,68.00,21.75,0.99,43.50,74.15,14.26
36.812,2605.50,68.00,21.75,0.99,43.50,74.15,14.26
36.960,2605.50,52.00,21.75,0.99,43.50,74.15,14.26
37.110,2605.50,52.00,17.25,0.99,43.50,74.15,14.26
37.260,2605.50,52.00,17.25,0.74,43.50,74.15,14.26
37.440,2605.50,52.00,17.25,0.74,43.50,74.15,14.26
37.590,2605.50,52.00,17.25,0.74,43.50,73.05,14.26
37.740,2605.50,52.00,17.25,0.74,43.50,73.05,14.26
37.890,2563.00,52.00,17.25,0.74,43.50,73.05,14.26
38.039,2563.00,48.00,17.25,0.74,43.50,73.05,14.26
38.190,2563.00,48.00,17.25,0.74,43.50,73.05,14.26
38.340,2563.00,48.00,17.25,0.56,43.50,73.05,14.26
38.490,2563.00,48.00,17.25,0.56,43.50,73.05,14.26
38.640,2563.00,48.00,17.25,0.56,43.50,72.15,14.26
38.790,2563.00,48.00,17.25,0.56,43.50,72.15,14.26
38.940,2553.00,48.00,17.25,0.56,43.50,72.15,14.26
39.090,2553.00,72.00,17.25,0.56,43.50,72.15,14.26
39.240,2553.00,72.00,27.75,0.56,43.50,72.15,14.26
39.390,2553.00,72.00,27.75,0.55,43.50,72.15,14.26
39.540,2553.00,72.00,27.75,0.55,43.50,72.15,14.26
39.690,2553.00,72.00,27.75,0.55,43.50,71.15,14.26
39.840,2553.00,72.00,27.75,0.55,43.50,71.15,14.27
39.990,2586.00,72.00,27.75,0.55,43.50,71.15,14.27
40.140,2586.00,92.00,27.75,0.55,43.50,71.15,14.27
40.290,2586.00,92.00,31.50,0.55,43.50,71.15,14.27
40.439,2586.00,92.00,31.50,0.91,43.50,71.15,14.27
40.590,2586.00,92.00,31.50,0.91,42.75,71.15,14.27
40.740,2586.00,92.00,31.50,0.91,42.75,70.05,14.27
40.890,2586.00,92.00,31.50,0.91,42.75,70.05,14.27
41.040,2614.00,92.00,31.50,0.91,42.75,70.05,14.27
41.190,2614.00,96.00,31.50,0.91,42.75,70.05,14.27
41.340,2614.00,96.00,33.75,0.91,42.75,70.05,14.27
41.490,2614.00,96.00,33.75,1.16,42.75,70.05,14.27
41.640,2614.00,96.00,33.75,1.16,42.75,70.05,14.27
41.790,2614.00,96.00,33.75,1.16,42.75,69.15,14.27
41.940,2614.00,96.00,33.75,1.16,42.75,69.15,14.27
42.090,2655.50,96.00,33.75,1.16,42.75,69.15,14.27
42.240,2655.50,96.00,33.75,1.16,42.75,69.15,14.27
42.421,2655.50,96.00,32.25,1.16,42.75,69.15,14.27
42.570,2655.50,96.00,32.25,1.32,42.75,69.15,14.27
42.720,2655.50,96.00,32.25,1.32,42.75,69.15,14.27
42.870,2655.50,96.00,32.25,1.32,42.75,68.36,14.27
43.021,2655.50,96.00,32.25,1.32,42.75,68.36,14.27
43.170,2690.50,96.00,32.25,1.32,42.75,68.36,14.27
43.320,2690.50,104.00,32.25,1.32,42.75,68.36,14.27
43.470,2690.50,104.00,33.00,1.32,42.75,68.36,14.27
43.621,2690.50,104.00,33.00,1.38,42.75,68.36,14.27
43.770,2690.50,104.00,33.00,1.38,42.75,68.36,14.27
43.920,2690.50,104.00,33.00,1.38,42.75,67.75,14.27
44.070,2690.50,104.00,33.00,1.38,42.75,67.75,14.27
44.220,2707.00,104.00,33.00,1.38,42.75,67.75,14.27
44.370,2707.00,52.00,33.00,1.38,42.75,67.75,14.27
44.521,2707.00,52.00,17.25,1.38,42.75,67.75,14.27
44.670,2707.00,52.00,17.25,1.06,42.75,67.75,14.27
44.821,2707.00,52.00,17.25,1.06,42.75,67.75,14.27
45.000,2707.00,52.00,17.25,1.06,42.75,67.35,14.27
45.150,2707.00,52.00,17.25,1.06,42.75,67.35,14.27
45.300,2673.00,52.00,17.25,1.06,42.75,67.35,14.27
45.450,2673.00,56.00,17.25,1.06,42.75,67.35,14.27
45.599,2673.00,56.00,19.50,1.06,42.75,67.35,14.27
45.750,2673.00,56.00,19.50,0.72,42.75,67.35,14.27
45.900,2673.00,56.00,19.50,0.72,42.75,67.35,14.27
46.050,2673.00,56.00,19.50,0.72,42.75,66.95,14.27
46.200,2673.00,56.00,19.50,0.72,42.75,66.95,14.27
46.380,2666.50,56.00,19.50,0.72,42.75,66.95,14.27
46.532,2666.50,64.00,19.50,0.72,42.75,66.95,14.27
46.680,2666.50,64.00,21.75,0.72,42.75,66.95,14.27
46.830,2666.50,64.00,21.75,0.66,42.75,66.95,14.27
46.980,2666.50,64.00,21.75,0.66,42.75,66.95,14.27
47.132,2666.50,64.00,21.75,0.66,42.75,66.55,14.27
47.280,2666.50,64.00,21.75,0.66,42.75,66.55,14.27
47.432,2668.00,64.00,21.75,0.66,42.75,66.55,14.27
47.580,2668.00,64.00,21.75,0.66,42.75,66.55,14.27
47.732,2668.00,64.00,21.00,0.66,42.75,66.55,14.27
47.880,2668.00,64.00,21.00,0.63,42.75,66.55,14.27
48.032,2668.00,64.00,21.00,0.63,42.75,66.55,14.27
48.180,2668.00,64.00,21.00,0.63,42.75,66.15,14.27
48.332,2668.00,64.00,21.00,0.63,42.75,66.15,14.27
48.480,2663.00,64.00,21.00,0.63,42.75,66.15,14.27
48.632,2663.00,64.00,21.00,0.63,42.75,66.15,14.27
48.780,2663.00,64.00,21.00,0.63,42.75,66.15,14.27
48.960,2663.00,64.00,21.00,0.62,42.75,66.15,14.27
49.112,2663.00,64.00,21.00,0.62,42.75,66.15,14.27
49.260,2663.00,64.00,21.00,0.62,42.75,65.64,14.27
49.410,2663.00,64.00,21.00,0.62,42.75,65.64,14.27
49.560,2669.50,64.00,21.00,0.62,42.75,65.64,14.27
49.712,2669.50,64.00,21.00,0.62,42.75,65.64,14.27
49.860,2669.50,64.00,21.00,0.62,42.75,65.64,14.27
50.012,2669.50,64.00,21.00,0.62,42.75,65.64,14.27
50.160,2669.50,64.00,21.00,0.62,42.75,65.64,14.27
50.310,2669.50,64.00,21.00,0.62,42.75,65.24,14.27
50.460,2669.50,64.00,21.00,0.62,42.75,65.24,14.27
50.612,2659.50,64.00,21.00,0.62,42.75,65.24,14.27
50.760,2659.50,64.00,21.00,0.62,42.75,65.24,14.27
50.909,2659.50,64.00,21.75,0.62,42.75,65.24,14.27
51.060,2659.50,64.00,21.75,0.61,42.75,65.24,14.27
51.212,2659.50,64.00,21.75,0.61,42.75,65.24,14.27
51.360,2659.50,64.00,21.75,0.61,42.75,64.84,14.27
51.510,2659.50,64.00,21.75,0.61,42.75,64.84,14.27
51.660,2663.50,64.00,21.75,0.61,42.75,64.84,14.27
51.812,2663.50,68.00,21.75,0.61,42.75,64.84,14.27
51.960,2663.50,68.00,22.50,0.61,42.75,64.84,14.27
52.112,2663.50,68.00,22.50,0.62,42.75,64.84,14.27
52.260,2663.50,68.00,22.50,0.62,42.75,64.84,14.27
52.410,2663.50,68.00,22.50,0.62,42.75,64.44,14.27
52.560,2663.50,68.00,22.50,0.62,42.75,64.44,14.27
52.712,2670.50,68.00,22.50,0.62,42.75,64.44,14.27
52.860,2670.50,80.00,22.50,0.62,42.75,64.44,14.27
53.012,2670.50,80.00,26.25,0.62,42.75,64.44,14.27
53.160,2670.50,80.00,26.25,0.72,42.75,64.44,14.27
53.312,2670.50,80.00,26.25,0.72,42.75,64.44,14.27
53.460,2670.50,80.00,26.25,0.72,42.75,64.05,14.27
53.612,2670.50,80.00,26.25,0.72,42.75,64.05,14.27
53.760,2687.00,80.00,26.25,0.72,42.75,64.05,14.27
53.939,2687.00,80.00,26.25,0.72,42.75,64.05,14.27
54.090,2687.00,80.00,26.25,0.72,42.75,64.05,14.27
54.240,2687.00,80.00,26.25,0.84,42.75,64.05,14.27
54.390,2687.00,80.00,26.25,0.84,42.00,64.05,14.27
54.540,2687.00,80.00,26.25,0.84,42.00,63.65,14.27
54.690,2687.00,80.00,26.25,0.84,42.00,63.65,14.27
54.840,2708.50,80.00,26.25,0.84,42.00,63.65,14.27
54.990,2708.50,80.00,26.25,0.84,42.00,63.65,14.27
55.139,2708.50,80.00,25.50,0.84,42.00,63.65,14.27
55.290,2708.50,80.00,25.50,0.84,42.00,63.65,14.27
55.440,2708.50,80.00,25.50,0.84,42.00,63.65,14.27
55.591,2708.50,80.00,25.50,0.84,42.00,63.34,14.27
55.740,2708.50,80.00,25.50,0.84,42.00,63.34,14.27
55.890,2714.50,80.00,25.50,0.84,42.00,63.34,14.27
56.040,2714.50,76.00,25.50,0.84,42.00,63.34,14.27
56.190,2714.50,76.00,25.50,0.84,42.00,63.34,14.27
56.340,2714.50,76.00,25.50,0.81,42.00,63.34,14.27
56.521,2714.50,76.00,25.50,0.81,42.00,63.34,14.27
56.670,2714.50,76.00,25.50,0.81,42.00,63.04,14.27
56.821,2714.50,76.00,25.50,0.81,42.00,63.04,14.27
56.970,2716.50,76.00,25.50,0.81,42.00,63.04,14.27
57.121,2716.50,68.00,25.50,0.81,42.00,63.04,14.27
57.270,2716.50,68.00,18.00,0.81,42.00,63.04,14.27
57.420,2716.50,68.00,18.00,0.78,42.00,63.04,14.27
57.570,2716.50,68.00,18.00,0.78,42.00,63.04,14.27
57.720,2716.50,68.00,18.00,0.78,42.00,62.85,14.27
57.900,2716.50,68.00,18.00,0.78,42.00,62.85,14.27
58.050,2674.00,68.00,18.00,0.78,42.00,62.85,14.27
58.200,2674.00,56.00,18.00,0.78,42.00,62.85,14.27
58.350,2674.00,56.00,21.75,0.78,42.00,62.85,14.27
58.500,2674.00,56.00,21.75,0.62,42.00,62.85,14.27
58.650,2674.00,56.00,21.75,0.62,42.00,62.85,14.27
58.800,2674.00,56.00,21.75,0.62,42.00,62.64,14.27
58.950,2674.00,56.00,21.75,0.62,42.00,62.64,14.27
59.100,2626.50,56.00,21.75,0.62,42.00,62.64,14.27
59.250,2626.50,64.00,21.75,0.62,42.00,62.64,14.27
59.400,2626.50,64.00,18.00,0.62,42.00,62.64,14.27
59.550,2626.50,64.00,18.00,0.73,42.00,62.64,14.27
59.700,2626.50,64.00,18.00,0.73,42.00,62.64,14.27
59.850,2626.50,64.00,18.00,0.73,42.00,62.55,14.27
60.000,2626.50,64.00,18.00,0.73,42.00,62.55,14.27
60.150,2611.00,64.00,18.00,0.73,42.00,62.55,14.27
60.300,2611.00,52.00,18.00,0.73,42.00,62.55,14.27
60.480,2611.00,52.00,17.25,0.73,42.00,62.55,14.27
60.632,2611.00,52.00,17.25,0.57,42.00,62.55,14.27
60.780,2611.00,52.00,17.25,0.57,42.00,62.55,14.27
60.932,2611.00,52.00,17.25,0.57,42.00,62.36,14.27
61.080,2611.00,52.00,17.25,0.57,42.00,62.36,14.27
61.232,2590.00,52.00,17.25,0.57,42.00,62.36,14.27
61.380,2590.00,72.00,17.25,0.57,42.00,62.36,14.27
61.532,2590.00,72.00,24.75,0.57,42.00,62.36,14.27
61.680,2590.00,72.00,24.75,0.60,42.00,62.36,14.27
61.832,2590.00,72.00,24.75,0.60,42.00,62.36,14.27
62.012,2590.00,72.00,24.75,0.60,42.00,62.15,14.27
62.160,2590.00,72.00,24.75,0.60,42.00,62.15,14.27
62.312,2616.50,72.00,24.75,0.60,42.00,62.15,14.27
62.460,2616.50,88.00,24.75,0.60,42.00,62.15,14.27
62.612,2616.50,88.00,29.25,0.60,42.00,62.15,14.27
62.760,2616.50,88.00,29.25,0.83,42.00,62.15,14.27
62.912,2616.50,88.00,29.25,0.83,42.00,62.15,14.27
63.060,2616.50,88.00,29.25,0.83,42.00,61.96,14.27
63.210,2616.50,88.00,29.25,0.83,42.00,61.96,14.27
63.360,2653.00,88.00,29.25,0.83,42.00,61.96,14.27
63.512,2653.00,92.00,29.25,0.83,42.00,61.96,14.27
63.660,2653.00,92.00,29.25,0.83,42.00,61.96,14.27
63.810,2653.00,92.00,29.25,1.06,42.00,61.96,14.27
63.960,2653.00,92.00,29.25,1.06,42.00,61.96,14.27
64.112,2653.00,92.00,29.25,1.06,42.00,61.65,14.27
64.260,2653.00,92.00,29.25,1.06,42.00,61.65,14.27
64.412,2688.00,92.00,29.25,1.06,42.00,61.65,14.27
